customer_id,Age,Age_score,balance,Balance-Score,day_since_last_contact,pday-Score,Campaign,Campaign_Score,Total_Score,Risk Category
8142,,,"  $1,193.00  ",25,-1,0,2,20,45,Medium Risk
8143,,,  $213.00  ,10,-1,0,2,20,30,High Risk
8144,,,  $238.00  ,10,-1,0,4,10,20,High Risk
8145,,,  $336.00  ,10,-1,0,2,20,30,High Risk
8146,,,  $809.00  ,25,-1,0,2,20,45,Medium Risk
8147,,,"  $2,525.00  ",35,-1,0,4,10,45,Medium Risk
8148,,,  $10.00  ,10,-1,0,2,20,30,High Risk
8149,,,"  $3,304.00  ",35,-1,0,2,20,55,Medium Risk
8150,,,  $98.00  ,10,-1,0,5,10,20,High Risk
8151,,,  $399.00  ,10,-1,0,3,20,30,High Risk
8152,,,  $-581.00  ,0,-1,0,3,20,20,High Risk
8153,,,  $218.00  ,10,-1,0,12,10,20,High Risk
8154,,,  $101.00  ,10,-1,0,4,10,20,High Risk
8155,,,  $-    ,#VALUE!,-1,0,1,30,#VALUE!,
8156,,,  $-    ,#VALUE!,-1,0,2,20,#VALUE!,
8157,,,  $287.00  ,10,-1,0,8,10,20,High Risk
8158,,,  $669.00  ,25,-1,0,1,30,55,Medium Risk
8159,,,"  $1,050.00  ",25,-1,0,3,20,45,Medium Risk
8160,,,"  $1,707.00  ",25,-1,0,3,20,45,Medium Risk
8161,,,  $867.00  ,25,-1,0,3,20,45,Medium Risk
8162,,,  $26.00  ,10,-1,0,2,20,30,High Risk
8163,,,  $-41.00  ,0,-1,0,1,30,30,High Risk
8164,,,  $117.00  ,10,-1,0,4,10,20,High Risk
8165,,,"  $1,734.00  ",25,-1,0,1,30,55,Medium Risk
8166,,,  $147.00  ,10,-1,0,2,20,30,High Risk
8167,,,  $229.00  ,10,-1,0,2,20,30,High Risk
8168,,,  $99.00  ,10,-1,0,4,10,20,High Risk
8169,,,  $-    ,#VALUE!,-1,0,1,30,#VALUE!,
8170,,,  $185.00  ,10,-1,0,3,20,30,High Risk
8171,,,  $986.00  ,25,-1,0,11,10,35,High Risk
8172,,,  $-    ,#VALUE!,-1,0,2,20,#VALUE!,
8173,,,  $577.00  ,25,-1,0,2,20,45,Medium Risk
8174,,,  $75.00  ,10,-1,0,3,20,30,High Risk
8175,,,  $-111.00  ,0,-1,0,2,20,20,High Risk
8176,,,  $854.00  ,25,-1,0,2,20,45,Medium Risk
8177,,,  $798.00  ,25,-1,0,2,20,45,Medium Risk
8178,,,  $580.00  ,25,-1,0,2,20,45,Medium Risk
8179,,,"  $2,227.00  ",35,-1,0,3,20,55,Medium Risk
8180,,,"  $4,731.00  ",35,-1,0,2,20,55,Medium Risk
8181,,,  $-435.00  ,0,-1,0,8,10,10,High Risk
8182,,,  $351.00  ,10,-1,0,3,20,30,High Risk
8183,,,"  $8,558.00  ",35,-1,0,2,20,55,Medium Risk
8184,,,"  $6,220.00  ",35,-1,0,2,20,55,Medium Risk
8185,,,"  $19,797.00  ",35,-1,0,3,20,55,Medium Risk
8186,,,"  $1,632.00  ",25,-1,0,2,20,45,Medium Risk
8187,,,  $953.00  ,25,-1,0,2,20,45,Medium Risk
8188,,,  $795.00  ,25,-1,0,1,30,55,Medium Risk
8189,,,  $264.00  ,10,-1,0,2,20,30,High Risk
8190,,,  $-234.00  ,0,-1,0,1,30,30,High Risk
8191,,,  $80.00  ,10,-1,0,4,10,20,High Risk
8192,,,"  $1,208.00  ",25,-1,0,7,10,35,High Risk
8193,,,  $122.00  ,10,-1,0,1,30,40,High Risk
8194,,,"  $2,715.00  ",35,-1,0,3,20,55,Medium Risk
8195,,,  $749.00  ,25,-1,0,3,20,45,Medium Risk
8196,,,"  $1,529.00  ",25,-1,0,8,10,35,High Risk
8197,,,"  $12,917.00  ",35,-1,0,3,20,55,Medium Risk
8198,,,"  $5,164.00  ",35,-1,0,4,10,45,Medium Risk
8199,,,"  $1,780.00  ",25,-1,0,9,10,35,High Risk
8200,,,  $-96.00  ,0,-1,0,3,20,20,High Risk
8201,,,  $-    ,#VALUE!,-1,0,3,20,#VALUE!,
8202,,,  $-239.00  ,0,-1,0,2,20,20,High Risk
8203,,,  $381.00  ,10,-1,0,2,20,30,High Risk
8204,,,  $-686.00  ,0,-1,0,3,20,20,High Risk
8205,,,  $13.00  ,10,-1,0,4,10,20,High Risk
8206,,,  $173.00  ,10,-1,0,3,20,30,High Risk
8207,,,  $-37.00  ,0,-1,0,2,20,20,High Risk
8208,,,"  $1,032.00  ",25,-1,0,5,10,35,High Risk
8209,,,"  $2,040.00  ",35,-1,0,2,20,55,Medium Risk
8210,,,"  $2,550.00  ",35,-1,0,2,20,55,Medium Risk
8211,,,"  $2,990.00  ",35,-1,0,2,20,55,Medium Risk
8212,,,  $60.00  ,10,-1,0,7,10,20,High Risk
8213,,,  $6.00  ,10,-1,0,6,10,20,High Risk
8214,,,  $443.00  ,10,-1,0,5,10,20,High Risk
8215,,,"  $1,680.00  ",25,-1,0,2,20,45,Medium Risk
8216,,,  $-59.00  ,0,-1,0,2,20,20,High Risk
8217,,,"  $2,247.00  ",35,-1,0,9,10,45,Medium Risk
8218,,,  $90.00  ,10,-1,0,4,10,20,High Risk
8219,,,"  $-1,129.00  ",0,-1,0,5,10,10,High Risk
8220,,,"  $1,949.00  ",25,-1,0,3,20,45,Medium Risk
8221,,,  $358.00  ,10,-1,0,1,30,40,High Risk
8222,,,  $-    ,#VALUE!,-1,0,3,20,#VALUE!,
8223,,,"  $1,267.00  ",25,-1,0,4,10,35,High Risk
8224,,,  $-    ,#VALUE!,-1,0,2,20,#VALUE!,
8225,,,  $75.00  ,10,-1,0,2,20,30,High Risk
8226,,,"  $1,375.00  ",25,-1,0,2,20,45,Medium Risk
8227,,,"  $3,433.00  ",35,-1,0,8,10,45,Medium Risk
8228,,,  $976.00  ,25,-1,0,4,10,35,High Risk
8229,,,  $603.00  ,25,-1,0,2,20,45,Medium Risk
8230,,,  $926.00  ,25,-1,0,2,20,45,Medium Risk
8231,,,"  $8,263.00  ",35,-1,0,1,30,65,Medium Risk
8232,,,"  $1,937.00  ",25,-1,0,1,30,55,Medium Risk
8233,,,  $3.00  ,10,-1,0,4,10,20,High Risk
8234,,,  $417.00  ,10,-1,0,5,10,20,High Risk
8235,,,"  $1,273.00  ",25,-1,0,3,20,45,Medium Risk
8236,,,  $98.00  ,10,-1,0,1,30,40,High Risk
8237,,,  $-282.00  ,0,-1,0,1,30,30,High Risk
8238,,,  $456.00  ,10,-1,0,1,30,40,High Risk
8239,,,  $-    ,#VALUE!,-1,0,32,10,#VALUE!,
8240,,,  $301.00  ,10,-1,0,5,10,20,High Risk
8241,,,"  $4,543.00  ",35,-1,0,5,10,45,Medium Risk
8242,,,  $257.00  ,10,-1,0,1,30,40,High Risk
8243,,,  $35.00  ,10,-1,0,1,30,40,High Risk
8244,,,  $245.00  ,10,-1,0,3,20,30,High Risk
8245,,,"  $21,096.00  ",35,-1,0,2,20,55,Medium Risk
8246,,,"  $3,019.00  ",35,-1,0,2,20,55,Medium Risk
8247,,,  $-537.00  ,0,-1,0,1,30,30,High Risk
8248,,,  $-119.00  ,0,-1,0,5,10,10,High Risk
8249,,,  $-295.00  ,0,-1,0,1,30,30,High Risk
8250,,,"  $6,525.00  ",35,-1,0,3,20,55,Medium Risk
8251,,,  $171.00  ,10,-1,0,4,10,20,High Risk
8252,,,  $-511.00  ,0,-1,0,1,30,30,High Risk
8253,,,"  $2,610.00  ",35,-1,0,1,30,65,Medium Risk
8254,,,"  $1,849.00  ",25,-1,0,3,20,45,Medium Risk
8255,,,"  $2,084.00  ",35,-1,0,5,10,45,Medium Risk
8256,,,  $471.00  ,10,-1,0,2,20,30,High Risk
8257,,,"  $2,998.00  ",35,-1,0,3,20,55,Medium Risk
8258,,,  $342.00  ,10,-1,0,5,10,20,High Risk
8259,,,  $816.00  ,25,-1,0,3,20,45,Medium Risk
8260,,,"  $6,321.00  ",35,-1,0,5,10,45,Medium Risk
8261,,,  $277.00  ,10,-1,0,3,20,30,High Risk
8262,,,  $-205.00  ,0,-1,0,1,30,30,High Risk
8263,,,"  $1,492.00  ",25,-1,0,10,10,35,High Risk
8264,,,  $475.00  ,10,-1,0,1,30,40,High Risk
8265,,,"  $1,105.00  ",25,-1,0,4,10,35,High Risk
8266,,,  $63.00  ,10,-1,0,8,10,20,High Risk
8267,,,  $-    ,#VALUE!,-1,0,2,20,#VALUE!,
8268,,,  $415.00  ,10,-1,0,4,10,20,High Risk
8269,,,  $53.00  ,10,-1,0,4,10,20,High Risk
8270,,,  $-158.00  ,0,-1,0,1,30,30,High Risk
8271,,,  $-711.00  ,0,-1,0,1,30,30,High Risk
8272,,,"  $2,617.00  ",35,-1,0,2,20,55,Medium Risk
8273,,,  $113.00  ,10,-1,0,4,10,20,High Risk
8274,,,  $-691.00  ,0,-1,0,1,30,30,High Risk
8275,,,  $-887.00  ,0,-1,0,4,10,10,High Risk
8276,,,  $194.00  ,10,-1,0,1,30,40,High Risk
8277,,,"  $2,198.00  ",35,-1,0,2,20,55,Medium Risk
8278,,,"  $1,170.00  ",25,-1,0,2,20,45,Medium Risk
8279,,,"  $1,905.00  ",25,-1,0,4,10,35,High Risk
8280,,,  $532.00  ,25,-1,0,1,30,55,Medium Risk
8281,,,"  $2,635.00  ",35,-1,0,21,10,45,Medium Risk
8282,,,  $180.00  ,10,-1,0,3,20,30,High Risk
8283,,,"  $4,040.00  ",35,-1,0,2,20,55,Medium Risk
8284,,,  $2.00  ,10,-1,0,1,30,40,High Risk
8285,,,"  $2,073.00  ",35,-1,0,3,20,55,Medium Risk
8286,,,  $-    ,#VALUE!,-1,0,2,20,#VALUE!,
8287,,,  $-480.00  ,0,-1,0,6,10,10,High Risk
8288,,,"  $4,136.00  ",35,-1,0,3,20,55,Medium Risk
8289,,,  $-2.00  ,0,-1,0,1,30,30,High Risk
8290,,,  $4.00  ,10,-1,0,8,10,20,High Risk
8291,,,  $1.00  ,10,-1,0,8,10,20,High Risk
8292,,,"  $2,387.00  ",35,-1,0,2,20,55,Medium Risk
8293,,,"  $1,495.00  ",25,-1,0,3,20,45,Medium Risk
8294,,,  $-218.00  ,0,-1,0,15,10,10,High Risk
8295,,,  $-617.00  ,0,-1,0,2,20,20,High Risk
8296,,,  $500.00  ,10,-1,0,2,20,30,High Risk
8297,,,"  $2,364.00  ",35,-1,0,2,20,55,Medium Risk
8298,,,  $456.00  ,10,-1,0,4,10,20,High Risk
8299,,,  $-    ,#VALUE!,-1,0,7,10,#VALUE!,
8300,,,  $68.00  ,10,-1,0,2,20,30,High Risk
8301,,,"  $5,195.00  ",35,-1,0,25,10,45,Medium Risk
8302,,,"  $1,090.00  ",25,-1,0,2,20,45,Medium Risk
8303,,,  $673.00  ,25,-1,0,2,20,45,Medium Risk
8304,,,"  $2,418.00  ",35,-1,0,16,10,45,Medium Risk
8305,,,"  $1,416.00  ",25,-1,0,4,10,35,High Risk
8306,,,  $828.00  ,25,-1,0,8,10,35,High Risk
8307,,,"  $1,604.00  ",25,-1,0,3,20,45,Medium Risk
8308,,,"  $1,540.00  ",25,-1,0,11,10,35,High Risk
8309,,,  $-    ,#VALUE!,-1,0,3,20,#VALUE!,
8310,,,  $-18.00  ,0,-1,0,6,10,10,High Risk
8311,,,  $-106.00  ,0,-1,0,3,20,20,High Risk
8312,,,  $1.00  ,10,-1,0,8,10,20,High Risk
8313,,,  $104.00  ,10,-1,0,5,10,20,High Risk
8314,,,  $498.00  ,10,-1,0,5,10,20,High Risk
8315,,,"  $7,343.00  ",35,-1,0,4,10,45,Medium Risk
8316,,,  $33.00  ,10,-1,0,8,10,20,High Risk
8317,,,"  $3,496.00  ",35,-1,0,4,10,45,Medium Risk
8318,,,  $592.00  ,25,-1,0,2,20,45,Medium Risk
8319,,,"  $1,108.00  ",25,-1,0,4,10,35,High Risk
8320,,,  $-292.00  ,0,-1,0,7,10,10,High Risk
8321,,,"  $1,708.00  ",25,-1,0,3,20,45,Medium Risk
8322,,,  $235.00  ,10,-1,0,4,10,20,High Risk
8323,,,"  $-1,050.00  ",0,-1,0,2,20,20,High Risk
8324,,,"  $2,398.00  ",35,-1,0,13,10,45,Medium Risk
8325,,,"  $5,234.00  ",35,-1,0,3,20,55,Medium Risk
8326,,,  $954.00  ,25,-1,0,9,10,35,High Risk
8327,,,"  $3,404.00  ",35,-1,0,3,20,55,Medium Risk
8328,,,  $27.00  ,10,-1,0,2,20,30,High Risk
8329,,,"  $6,285.00  ",35,-1,0,3,20,55,Medium Risk
8330,,,  $355.00  ,10,-1,0,7,10,20,High Risk
8331,,,  $-    ,#VALUE!,-1,0,5,10,#VALUE!,
8332,,,"  $4,309.00  ",35,-1,0,15,10,45,Medium Risk
8333,,,  $696.00  ,25,-1,0,3,20,45,Medium Risk
8334,,,  $-718.00  ,0,-1,0,4,10,10,High Risk
8335,,,  $-854.00  ,0,-1,0,4,10,10,High Risk
8336,,,"  $12,282.00  ",35,-1,0,4,10,45,Medium Risk
8337,,,  $-    ,#VALUE!,-1,0,4,10,#VALUE!,
8338,,,  $-575.00  ,0,-1,0,9,10,10,High Risk
8339,,,  $13.00  ,10,-1,0,4,10,20,High Risk
8340,,,"  $6,445.00  ",35,-1,0,8,10,45,Medium Risk
8341,,,"  $1,960.00  ",25,-1,0,6,10,35,High Risk
8342,,,  $130.00  ,10,-1,0,3,20,30,High Risk
8343,,,  $930.00  ,25,-1,0,16,10,35,High Risk
8344,,,"  $5,149.00  ",35,-1,0,3,20,55,Medium Risk
8345,,,  $260.00  ,10,-1,0,14,10,20,High Risk
8346,,,  $-411.00  ,0,-1,0,4,10,10,High Risk
8347,,,  $342.00  ,10,-1,0,6,10,20,High Risk
8348,,,"  $2,529.00  ",35,-1,0,7,10,45,Medium Risk
8349,,,  $412.00  ,10,-1,0,5,10,20,High Risk
8350,,,"  $11,615.00  ",35,-1,0,10,10,45,Medium Risk
8351,,,  $-165.00  ,0,-1,0,2,20,20,High Risk
8352,,,"  $3,139.00  ",35,-1,0,5,10,45,Medium Risk
8353,,,  $674.00  ,25,-1,0,3,20,45,Medium Risk
8354,,,  $-360.00  ,0,-1,0,2,20,20,High Risk
8355,,,  $43.00  ,10,-1,0,5,10,20,High Risk
8356,,,  $265.00  ,10,-1,0,10,10,20,High Risk
8357,,,  $-121.00  ,0,-1,0,5,10,10,High Risk
8358,,,  $344.00  ,10,-1,0,1,30,40,High Risk
8359,,,"  $2,423.00  ",35,-1,0,4,10,45,Medium Risk
8360,,,"  $1,186.00  ",25,-1,0,3,20,45,Medium Risk
8361,,,"  $7,634.00  ",35,-1,0,1,30,65,Medium Risk
8362,,,  $-    ,#VALUE!,-1,0,1,30,#VALUE!,
8363,,,  $-446.00  ,0,-1,0,1,30,30,High Risk
8364,,,  $277.00  ,10,-1,0,8,10,20,High Risk
8365,,,  $648.00  ,25,-1,0,1,30,55,Medium Risk
8366,,,"  $-1,193.00  ",0,-1,0,1,30,30,High Risk
8367,,,  $107.00  ,10,-1,0,1,30,40,High Risk
8368,,,  $468.00  ,10,-1,0,1,30,40,High Risk
8369,,,  $-872.00  ,0,-1,0,1,30,30,High Risk
8370,,,"  $1,695.00  ",25,-1,0,2,20,45,Medium Risk
8371,,,  $-292.00  ,0,-1,0,1,30,30,High Risk
8372,,,  $196.00  ,10,-1,0,1,30,40,High Risk
8373,,,  $914.00  ,25,-1,0,1,30,55,Medium Risk
8374,,,  $734.00  ,25,-1,0,3,20,45,Medium Risk
8375,,,  $120.00  ,10,-1,0,1,30,40,High Risk
8376,,,"  $1,125.00  ",25,-1,0,1,30,55,Medium Risk
8377,,,"  $1,166.00  ",25,-1,0,1,30,55,Medium Risk
8378,,,"  $13,683.00  ",35,-1,0,3,20,55,Medium Risk
8379,,,  $-790.00  ,0,-1,0,1,30,30,High Risk
8380,,,  $231.00  ,10,-1,0,1,30,40,High Risk
8381,,,"  $3,809.00  ",35,-1,0,4,10,45,Medium Risk
8382,,,  $255.00  ,10,-1,0,2,20,30,High Risk
8383,,,  $34.00  ,10,-1,0,1,30,40,High Risk
8384,,,"  $1,279.00  ",25,-1,0,3,20,45,Medium Risk
8385,,,  $-562.00  ,0,-1,0,1,30,30,High Risk
8386,,,  $-938.00  ,0,-1,0,1,30,30,High Risk
8387,,,"  $2,893.00  ",35,-1,0,1,30,65,Medium Risk
8388,,,  $-120.00  ,0,-1,0,1,30,30,High Risk
8389,,,  $-256.00  ,0,-1,0,2,20,20,High Risk
8390,,,  $-306.00  ,0,-1,0,1,30,30,High Risk
8391,,,  $344.00  ,10,-1,0,7,10,20,High Risk
8392,,,"  $1,772.00  ",25,-1,0,1,30,55,Medium Risk
8393,,,  $86.00  ,10,-1,0,2,20,30,High Risk
8394,,,  $92.00  ,10,-1,0,4,10,20,High Risk
8395,,,"  $2,096.00  ",35,-1,0,2,20,55,Medium Risk
8396,,,"  $1,355.00  ",25,-1,0,1,30,55,Medium Risk
8397,,,  $418.00  ,10,-1,0,1,30,40,High Risk
8398,,,  $457.00  ,10,-1,0,5,10,20,High Risk
8399,,,"  $1,323.00  ",25,-1,0,1,30,55,Medium Risk
8400,,,  $450.00  ,10,-1,0,1,30,40,High Risk
8401,,,  $317.00  ,10,-1,0,1,30,40,High Risk
8402,,,"  $1,545.00  ",25,-1,0,2,20,45,Medium Risk
8403,,,  $-589.00  ,0,-1,0,1,30,30,High Risk
8404,,,"  $3,070.00  ",35,-1,0,1,30,65,Medium Risk
8405,,,  $446.00  ,10,-1,0,1,30,40,High Risk
8406,,,  $-475.00  ,0,-1,0,2,20,20,High Risk
8407,,,"  $2,062.00  ",35,-1,0,1,30,65,Medium Risk
8408,,,  $407.00  ,10,-1,0,1,30,40,High Risk
8409,,,  $646.00  ,25,-1,0,4,10,35,High Risk
8410,,,  $182.00  ,10,-1,0,1,30,40,High Risk
8411,,,  $-    ,#VALUE!,-1,0,1,30,#VALUE!,
8412,,,  $-129.00  ,0,-1,0,1,30,30,High Risk
8413,,,"  $1,761.00  ",25,-1,0,1,30,55,Medium Risk
8414,,,  $227.00  ,10,-1,0,1,30,40,High Risk
8415,,,  $463.00  ,10,-1,0,1,30,40,High Risk
8416,,,  $-    ,#VALUE!,-1,0,1,30,#VALUE!,
8417,,,  $948.00  ,25,-1,0,1,30,55,Medium Risk
8418,,,  $191.00  ,10,-1,0,1,30,40,High Risk
8419,,,  $187.00  ,10,-1,0,1,30,40,High Risk
8420,,,"  $3,689.00  ",35,-1,0,1,30,65,Medium Risk
8421,,,  $743.00  ,25,-1,0,1,30,55,Medium Risk
8422,,,  $575.00  ,25,-1,0,1,30,55,Medium Risk
8423,,,  $-605.00  ,0,-1,0,1,30,30,High Risk
8424,,,  $-    ,#VALUE!,-1,0,1,30,#VALUE!,
8425,,,"  $2,068.00  ",35,-1,0,1,30,65,Medium Risk
8426,,,"  $2,812.00  ",35,-1,0,1,30,65,Medium Risk
8427,,,  $-154.00  ,0,-1,0,3,20,20,High Risk
8428,,,"  $1,854.00  ",25,-1,0,2,20,45,Medium Risk
8429,,,  $776.00  ,25,-1,0,1,30,55,Medium Risk
8430,,,"  $4,466.00  ",35,-1,0,1,30,65,Medium Risk
8431,,,"  $9,326.00  ",35,-1,0,1,30,65,Medium Risk
8432,,,  $220.00  ,10,-1,0,13,10,20,High Risk
8433,,,  $596.00  ,25,-1,0,13,10,35,High Risk
8434,,,"  $12,926.00  ",35,-1,0,1,30,65,Medium Risk
8435,,,"  $2,877.00  ",35,-1,0,1,30,65,Medium Risk
8436,,,  $-127.00  ,0,-1,0,3,20,20,High Risk
8437,,,"  $3,909.00  ",35,-1,0,1,30,65,Medium Risk
8438,,,  $784.00  ,25,-1,0,1,30,55,Medium Risk
8439,,,"  $1,221.00  ",25,-1,0,1,30,55,Medium Risk
8440,,,"  $1,449.00  ",25,-1,0,1,30,55,Medium Risk
8441,,,"  $1,534.00  ",25,-1,0,4,10,35,High Risk
8442,,,"  $1,510.00  ",25,-1,0,2,20,45,Medium Risk
8443,,,  $-754.00  ,0,-1,0,3,20,20,High Risk
8444,,,"  $1,309.00  ",25,-1,0,2,20,45,Medium Risk
8445,,,  $205.00  ,10,-1,0,1,30,40,High Risk
8446,,,"  $3,862.00  ",35,-1,0,1,30,65,Medium Risk
8447,,,  $873.00  ,25,-1,0,1,30,55,Medium Risk
8448,,,  $358.00  ,10,-1,0,1,30,40,High Risk
8449,,,"  $2,869.00  ",35,-1,0,1,30,65,Medium Risk
8450,,,"  $1,669.00  ",25,-1,0,1,30,55,Medium Risk
8451,,,  $13.00  ,10,-1,0,1,30,40,High Risk
8452,,,  $-    ,#VALUE!,-1,0,1,30,#VALUE!,
8453,,,"  $1,734.00  ",25,-1,0,3,20,45,Medium Risk
8454,,,  $-    ,#VALUE!,-1,0,13,10,#VALUE!,
8455,,,"  $1,734.00  ",25,-1,0,4,10,35,High Risk
8456,,,"  $3,813.00  ",35,-1,0,1,30,65,Medium Risk
8457,,,  $497.00  ,10,-1,0,2,20,30,High Risk
8458,,,  $823.00  ,25,-1,0,5,10,35,High Risk
8459,,,  $769.00  ,25,-1,0,1,30,55,Medium Risk
8460,,,  $-    ,#VALUE!,-1,0,7,10,#VALUE!,
8461,,,  $67.00  ,10,-1,0,2,20,30,High Risk
8462,,,  $-399.00  ,0,-1,0,3,20,20,High Risk
8463,,,  $943.00  ,25,-1,0,3,20,45,Medium Risk
8464,,,  $435.00  ,10,-1,0,5,10,20,High Risk
8465,,,  $412.00  ,10,-1,0,1,30,40,High Risk
8466,,,  $-630.00  ,0,-1,0,2,20,20,High Risk
8467,,,"  $6,141.00  ",35,-1,0,1,30,65,Medium Risk
8468,,,  $572.00  ,25,-1,0,2,20,45,Medium Risk
8469,,,  $907.00  ,25,-1,0,1,30,55,Medium Risk
8470,,,"  $1,073.00  ",25,-1,0,2,20,45,Medium Risk
8471,,,  $334.00  ,10,-1,0,1,30,40,High Risk
8472,,,  $471.00  ,10,-1,0,2,20,30,High Risk
8473,,,"  $16,402.00  ",35,-1,0,3,20,55,Medium Risk
8474,,,"  $4,408.00  ",35,-1,0,6,10,45,Medium Risk
8475,,,  $519.00  ,25,-1,0,3,20,45,Medium Risk
8476,,,  $270.00  ,10,-1,0,1,30,40,High Risk
8477,,,  $746.00  ,25,-1,0,1,30,55,Medium Risk
8478,,,  $-269.00  ,0,-1,0,2,20,20,High Risk
8479,,,  $218.00  ,10,-1,0,1,30,40,High Risk
8480,,,"  $12,686.00  ",35,-1,0,1,30,65,Medium Risk
8481,,,  $572.00  ,25,-1,0,1,30,55,Medium Risk
8482,,,  $27.00  ,10,-1,0,4,10,20,High Risk
8483,,,  $-    ,#VALUE!,-1,0,1,30,#VALUE!,
8484,,,  $-366.00  ,0,-1,0,1,30,30,High Risk
8485,,,"  $4,788.00  ",35,-1,0,1,30,65,Medium Risk
8486,,,  $-581.00  ,0,-1,0,5,10,10,High Risk
8487,,,  $346.00  ,10,-1,0,1,30,40,High Risk
8488,,,"  $1,311.00  ",25,-1,0,3,20,45,Medium Risk
8489,,,  $725.00  ,25,-1,0,1,30,55,Medium Risk
8490,,,  $178.00  ,10,-1,0,2,20,30,High Risk
8491,,,"  $2,186.00  ",35,-1,0,1,30,65,Medium Risk
8492,,,  $974.00  ,25,-1,0,1,30,55,Medium Risk
8493,,,"  $1,588.00  ",25,-1,0,1,30,55,Medium Risk
8494,,,"  $1,464.00  ",25,-1,0,1,30,55,Medium Risk
8495,,,  $931.00  ,25,-1,0,1,30,55,Medium Risk
8496,,,  $149.00  ,10,-1,0,2,20,30,High Risk
8497,,,  $11.00  ,10,-1,0,3,20,30,High Risk
8498,,,  $466.00  ,10,-1,0,2,20,30,High Risk
8499,,,  $234.00  ,10,-1,0,2,20,30,High Risk
8500,,,  $243.00  ,10,-1,0,4,10,20,High Risk
8501,,,  $-107.00  ,0,-1,0,2,20,20,High Risk
8502,,,  $618.00  ,25,-1,0,4,10,35,High Risk
8503,,,"  $6,531.00  ",35,-1,0,3,20,55,Medium Risk
8504,,,  $202.00  ,10,-1,0,6,10,20,High Risk
8505,,,  $-    ,#VALUE!,-1,0,1,30,#VALUE!,
8506,,,  $527.00  ,25,-1,0,2,20,45,Medium Risk
8507,,,"  $1,698.00  ",25,-1,0,5,10,35,High Risk
8508,,,"  $2,104.00  ",35,-1,0,1,30,65,Medium Risk
8509,,,  $859.00  ,25,-1,0,2,20,45,Medium Risk
8510,,,"  $1,021.00  ",25,-1,0,3,20,45,Medium Risk
8511,,,  $691.00  ,25,-1,0,2,20,45,Medium Risk
8512,,,  $-263.00  ,0,-1,0,1,30,30,High Risk
8513,,,  $498.00  ,10,-1,0,26,10,20,High Risk
8514,,,"  $1,588.00  ",25,-1,0,15,10,35,High Risk
8515,,,  $35.00  ,10,-1,0,3,20,30,High Risk
8516,,,  $341.00  ,10,-1,0,2,20,30,High Risk
8517,,,  $66.00  ,10,-1,0,1,30,40,High Risk
8518,,,"  $1,291.00  ",25,-1,0,2,20,45,Medium Risk
8519,,,"  $1,780.00  ",25,-1,0,6,10,35,High Risk
8520,,,"  $1,762.00  ",25,-1,0,1,30,55,Medium Risk
8521,,,  $167.00  ,10,-1,0,2,20,30,High Risk
8522,,,  $-    ,#VALUE!,-1,0,2,20,#VALUE!,
8523,,,  $278.00  ,10,-1,0,3,20,30,High Risk
8524,,,  $818.00  ,25,-1,0,5,10,35,High Risk
8525,,,  $277.00  ,10,-1,0,12,10,20,High Risk
8526,,,  $-478.00  ,0,-1,0,6,10,10,High Risk
8527,,,  $-221.00  ,0,-1,0,1,30,30,High Risk
8528,,,  $269.00  ,10,-1,0,1,30,40,High Risk
8529,,,"  $4,736.00  ",35,-1,0,5,10,45,Medium Risk
8530,,,"  $1,373.00  ",25,-1,0,4,10,35,High Risk
8531,,,"  $3,456.00  ",35,-1,0,2,20,55,Medium Risk
8532,,,  $47.00  ,10,-1,0,1,30,40,High Risk
8533,,,  $217.00  ,10,-1,0,1,30,40,High Risk
8534,,,"  $2,188.00  ",35,-1,0,2,20,55,Medium Risk
8535,,,"  $17,964.00  ",35,-1,0,2,20,55,Medium Risk
8536,,,"  $3,110.00  ",35,-1,0,2,20,55,Medium Risk
8537,,,  $855.00  ,25,-1,0,2,20,45,Medium Risk
8538,,,"  $1,820.00  ",25,-1,0,3,20,45,Medium Risk
8539,,,  $-42.00  ,0,-1,0,2,20,20,High Risk
8540,,,"  $1,132.00  ",25,-1,0,1,30,55,Medium Risk
8541,,,  $76.00  ,10,-1,0,1,30,40,High Risk
8542,,,  $512.00  ,25,-1,0,1,30,55,Medium Risk
8543,,,"  $7,858.00  ",35,-1,0,2,20,55,Medium Risk
8544,,,"  $2,589.00  ",35,-1,0,3,20,55,Medium Risk
8545,,,  $340.00  ,10,-1,0,28,10,20,High Risk
8546,,,  $-63.00  ,0,-1,0,1,30,30,High Risk
8547,,,  $147.00  ,10,-1,0,2,20,30,High Risk
8548,,,  $429.00  ,10,-1,0,32,10,20,High Risk
8549,,,"  $3,778.00  ",35,-1,0,6,10,45,Medium Risk
8550,,,  $-80.00  ,0,-1,0,1,30,30,High Risk
8551,,,  $56.00  ,10,-1,0,1,30,40,High Risk
8552,,,  $243.00  ,10,-1,0,1,30,40,High Risk
8553,,,  $-93.00  ,0,-1,0,1,30,30,High Risk
8554,,,  $203.00  ,10,-1,0,1,30,40,High Risk
8555,,,  $431.00  ,10,-1,0,12,10,20,High Risk
8556,,,"  $27,733.00  ",35,-1,0,7,10,45,Medium Risk
8557,,,"  $3,575.00  ",35,-1,0,1,30,65,Medium Risk
8558,,,  $-437.00  ,0,-1,0,5,10,10,High Risk
8559,,,  $124.00  ,10,-1,0,4,10,20,High Risk
8560,,,  $425.00  ,10,-1,0,1,30,40,High Risk
